,Unnamed: 0,location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,foreign_worker,class,application_date,works_outside_US,kmeans_labels
896,896,"Noble, IN",Indiana,71.39,36.0,'critical/other existing credit','used car',5800,44.36,1<=X<4,3,'male single',none,4,car,34,none,own,2,skilled,1,yes,Bad,10/19/1996,yes,2
897,897,"Parke, IN",Indiana,0.0,18.0,'critical/other existing credit',radio/tv,1169,0.0,1<=X<4,4,Unknown,none,3,'life insurance',29,none,own,2,skilled,1,yes,Bad,10/20/1996,yes,0
898,898,"Parke, IN",Indiana,0.0,36.0,no credit history,'used car',8947,0.0,Unknown,3,'male single',none,0,car,31,stores,own,0,'high qualif/self emp/mgmt',2,no,Good,10/21/1996,no,1
899,899,"Parke, IN",Indiana,-3213.79,21.0,no credit history,radio/tv,2606,25.37,<1,4,'female div/dep/mar',Unknown,4,Other,28,none,rent,1,'high qualif/self emp/mgmt',1,no,Bad,10/22/1996,no,0
900,900,"Parke, IN",Indiana,0.0,12.0,'critical/other existing credit',Unknown,3234,0.0,Unknown,3,'female div/dep/mar',none,2,'life insurance',35,none,Other,1,skilled,1,yes,Good,10/23/1996,yes,2
901,901,"St. Joseph, IN",Indiana,0.0,15.0,'existing paid',Unknown,2186,0.0,4<=X<7,1,Unknown,none,4,'real estate',31,bank,rent,1,'unskilled resident',1,yes,Bad,10/24/1996,yes,0
902,902,"St. Joseph, IN",Indiana,-5178.11,18.0,'existing paid',furniture/equipment,4153,65.95,1<=X<4,2,Unknown,'co applicant',3,car,42,none,Other,1,skilled,1,no,Good,10/25/1996,no,2
903,903,"Tipton, IN",Indiana,-9384.89,20.0,'critical/other existing credit','new car',2625,25.0,>=7,2,'male single',guarantor,4,'life insurance',43,bank,rent,1,Other,1,no,Good,10/26/1996,no,0
904,904,"Marion, IN",Indiana,0.0,20.0,'critical/other existing credit','new car',3485,0.0,<1,2,'male div/sep',none,4,'real estate',44,none,own,2,skilled,1,no,Bad,10/27/1996,no,2
905,905,"Seward, KS",Kansas,0.0,20.0,'critical/other existing credit','used car',3234,0.0,>=7,2,'male single',none,4,Other,42,Other,Other,2,skilled,1,yes,Good,10/28/1996,yes,2
906,906,"Stanton, KS",Kansas,0.0,15.0,'existing paid',radio/tv,1386,0.0,1<=X<4,4,'male mar/wid',Unknown,2,'real estate',40,none,rent,0,skilled,1,no,Good,10/29/1996,no,0
907,907,"Stanton, KS",Kansas,0.0,24.0,'existing paid',radio/tv,3234,0.0,>=7,4,'male single',none,1,'real estate',36,none,own,1,'high qualif/self emp/mgmt',1,yes,Bad,10/30/1996,yes,2
908,908,"Wyandotte, KS",Kansas,-4424.42,20.0,no credit history,radio/tv,1107,65.46,1<=X<4,2,'male single',none,2,'real estate',20,none,rent,1,'high qualif/self emp/mgmt',2,no,Good,10/31/1996,no,0
909,909,"Anderson, KY",Kentucky,-8003.56,21.0,'existing paid','new car',3763,0.0,4<=X<7,2,'male single','co applicant',2,'real estate',24,none,own,1,'unskilled resident',1,no,Good,11/1/1996,no,2
910,910,"Barren, KY",Kentucky,124.56,36.0,'existing paid',education,3711,0.0,1<=X<4,2,'male mar/wid',none,2,car,27,none,own,1,skilled,1,yes,Good,11/2/1996,yes,2
911,911,"Bell, KY",Kentucky,0.0,15.0,'delayed previously','used car',3594,0.0,<1,1,'female div/dep/mar',none,2,'life insurance',31,none,own,2,'unskilled resident',1,no,Good,11/3/1996,no,2
912,912,"Boone, KY",Kentucky,152.88,9.0,'existing paid','new car',3195,0.0,1<=X<4,1,'female div/dep/mar',none,2,'real estate',33,none,own,1,'unskilled resident',1,no,Bad,11/4/1996,no,2
913,913,"Boone, KY",Kentucky,0.0,36.0,'delayed previously',radio/tv,4454,0.0,1<=X<4,4,'female div/dep/mar',none,4,'real estate',34,none,own,2,skilled,1,no,Bad,11/5/1996,no,2
914,914,"Bourbon, KY",Kentucky,53.13,20.0,'critical/other existing credit',furniture/equipment,4736,73.55,<1,2,Unknown,none,4,car,25,bank,Other,1,'unskilled resident',1,yes,Good,11/6/1996,yes,2
915,915,"Breathitt, KY",Kentucky,136.67,30.0,no credit history,radio/tv,2991,0.0,>=7,0,'female div/dep/mar',none,4,car,25,none,own,1,skilled,1,yes,Bad,11/7/1996,yes,2
916,916,"Bullitt, KY",Kentucky,0.0,11.0,'existing paid',business,2142,0.0,>=7,1,'male div/sep',none,2,'real estate',28,none,Other,1,Other,1,yes,Good,11/8/1996,yes,0
917,917,"Christian, KY",Kentucky,0.0,24.0,'all paid',business,3161,0.0,1<=X<4,4,'male single',none,2,Other,31,none,rent,1,skilled,1,yes,Bad,11/9/1996,yes,2
918,918,"Clark, KY",Kentucky,0.0,48.0,'no credits/all paid',other,18424,0.0,1<=X<4,1,'female div/dep/mar',none,2,'life insurance',32,bank,own,1,'high qualif/self emp/mgmt',Unknown,yes,Good,11/10/1996,yes,1
919,919,"Daviess, KY",Kentucky,0.0,20.0,'existing paid','used car',2848,0.0,1<=X<4,1,'male single','co applicant',2,'real estate',32,none,own,1,skilled,2,no,Bad,11/11/1996,no,2
920,920,"Fayette, KY",Kentucky,-2248.12,6.0,'existing paid','new car',14896,47.22,>=7,1,'male single',none,4,'no known property',68,bank,own,1,'high qualif/self emp/mgmt',1,no,Good,11/12/1996,no,1
921,921,"Harlan, KY",Kentucky,-9881.63,24.0,'existing paid',furniture/equipment,2359,465.33,unemployed,0,'male div/sep',none,1,'life insurance',33,none,own,1,skilled,Unknown,Unknown,Good,11/13/1996,Unknown,0
922,922,"Jefferson, KY",Kentucky,-5723.26,24.0,'existing paid',furniture/equipment,3345,58.66,>=7,4,Unknown,none,2,'life insurance',39,none,rent,1,'high qualif/self emp/mgmt',1,yes,Good,11/14/1996,yes,2
923,923,"Jefferson, KY",Kentucky,0.0,20.0,'critical/other existing credit',furniture/equipment,1817,0.0,1<=X<4,4,'female div/dep/mar',none,2,'no known property',28,none,own,2,Other,1,no,Bad,11/15/1996,no,0
924,924,"Knott, KY",Kentucky,0.0,20.0,'delayed previously',radio/tv,12749,0.0,4<=X<7,4,'male single',none,1,car,37,none,own,1,Other,1,no,Bad,11/16/1996,no,1
925,925,"Knox, KY",Kentucky,-5558.63,9.0,'existing paid',radio/tv,1366,8.58,<1,3,'female div/dep/mar',none,4,'life insurance',22,none,rent,1,skilled,1,yes,Good,11/17/1996,yes,0
926,926,"Larue, KY",Kentucky,50.65,12.0,'existing paid','new car',2002,78.56,4<=X<7,3,Unknown,none,4,'life insurance',30,none,rent,1,skilled,2,no,Bad,11/18/1996,no,0
927,927,"Logan, KY",Kentucky,-860.04,24.0,'all paid',furniture/equipment,6872,0.0,<1,2,'male div/sep',none,1,'life insurance',31,bank,own,1,skilled,1,no,Bad,11/19/1996,no,1
928,928,"Madison, KY",Kentucky,-493.93,12.0,'all paid',Unknown,697,41.84,<1,4,'male single',Unknown,2,car,46,bank,own,2,skilled,1,yes,Bad,11/20/1996,yes,0
929,929,"Marion, KY",Kentucky,-139.76,18.0,'critical/other existing credit',furniture/equipment,1049,44.33,<1,4,Unknown,none,4,'life insurance',21,none,rent,1,skilled,1,Unknown,Good,11/21/1996,Unknown,0
930,930,"Owen, KY",Kentucky,-6957.68,20.0,'existing paid','used car',10297,96.63,4<=X<7,4,'male single',none,4,'no known property',39,stores,'for free',0,skilled,2,yes,Bad,11/22/1996,yes,1
931,931,"Perry, KY",Kentucky,0.0,20.0,'existing paid',radio/tv,1867,0.0,>=7,0,'male single',none,4,car,58,none,own,0,skilled,1,yes,Good,11/23/1996,yes,0
932,932,"Rockcastle, KY",Kentucky,-6014.9,12.0,'delayed previously','new car',3234,77.78,1<=X<4,4,'male single',none,2,'real estate',43,none,own,2,Other,2,no,Good,11/24/1996,no,2
933,933,"Taylor, KY",Kentucky,-6433.26,24.0,'existing paid',furniture/equipment,3234,49.11,<1,4,'male single','co applicant',1,'life insurance',24,Other,Other,1,'unskilled resident',1,no,Bad,11/25/1996,no,2
934,934,"Trigg, KY",Kentucky,76.55,9.0,'existing paid',radio/tv,1670,11.79,<1,4,'female div/dep/mar',none,2,car,22,none,own,1,skilled,1,Unknown,Bad,11/26/1996,Unknown,0
935,935,"Whitley, KY",Kentucky,0.0,9.0,'critical/other existing credit','new car',1224,0.0,1<=X<4,3,'male single',none,1,'real estate',30,none,own,2,skilled,1,Unknown,Good,11/27/1996,Unknown,0
936,936,"Bossier, LA",Louisiana,0.0,12.0,'critical/other existing credit',Unknown,3234,0.0,>=7,4,'male single',none,4,'life insurance',42,none,own,0,skilled,2,no,Good,11/28/1996,no,2
937,937,"Caddo, LA",Louisiana,-7689.68,20.0,'existing paid',Unknown,1498,54.57,1<=X<4,4,'female div/dep/mar',Unknown,1,car,23,bank,own,1,skilled,1,yes,Good,11/29/1996,yes,0
938,938,"Claiborne, LA",Louisiana,152.56,30.0,'delayed previously',radio/tv,1919,239.05,<1,0,'male single',none,3,'no known property',30,Other,Other,2,'high qualif/self emp/mgmt',1,Unknown,Bad,11/30/1996,Unknown,0
939,939,"Concordia, LA",Louisiana,6883.16,9.0,'existing paid',radio/tv,745,54.04,1<=X<4,3,'female div/dep/mar',none,2,Other,28,none,Other,1,'unskilled resident',1,yes,Good,12/1/1996,yes,0
940,940,"East Carroll, LA",Louisiana,63.46,6.0,'existing paid',radio/tv,2063,82.56,<1,4,Unknown,none,3,car,30,none,rent,1,'high qualif/self emp/mgmt',1,yes,Good,12/2/1996,yes,0
941,941,"Jefferson, LA",Louisiana,150.94,60.0,'existing paid',Unknown,6288,77.15,1<=X<4,4,'male single',none,4,Other,42,none,'for free',1,skilled,1,yes,Bad,12/3/1996,yes,2
942,942,"Lafourche, LA",Louisiana,0.0,24.0,'critical/other existing credit','used car',6842,0.0,1<=X<4,0,'male single',none,4,'life insurance',31,none,Other,2,Other,2,yes,Bad,12/4/1996,yes,1
943,943,"Rapides, LA",Louisiana,0.0,12.0,'existing paid','new car',3527,0.0,<1,2,'male single',none,3,'life insurance',31,none,own,1,'high qualif/self emp/mgmt',2,yes,Bad,12/5/1996,yes,2
944,944,"Red River, LA",Louisiana,0.0,10.0,'existing paid','new car',1546,0.0,1<=X<4,0,Unknown,none,2,'real estate',31,none,own,1,'unskilled resident',2,yes,Good,12/6/1996,yes,0
945,945,"Richland, LA",Louisiana,0.0,24.0,no credit history,furniture/equipment,929,0.0,4<=X<7,4,'male single',none,2,car,31,stores,own,1,skilled,1,no,Good,12/7/1996,no,0
946,946,"St. Charles, LA",Louisiana,0.0,4.0,'critical/other existing credit','new car',1455,0.0,4<=X<7,2,'male single',none,0,'real estate',42,none,own,3,'unskilled resident',2,no,Good,12/8/1996,no,0
947,947,"St. John the Baptist, LA",Louisiana,-6930.31,15.0,'existing paid',furniture/equipment,3234,22.67,<1,4,'female div/dep/mar',Unknown,1,'life insurance',46,none,rent,0,skilled,1,yes,Good,12/9/1996,yes,2
948,948,"St. Martin, LA",Louisiana,68.8,48.0,'no credits/all paid','new car',8358,586.68,<1,1,'female div/dep/mar',none,1,Other,30,none,own,2,skilled,Unknown,yes,Good,12/10/1996,yes,1
949,949,"St. Martin, LA",Louisiana,-1377.54,24.0,'all paid',furniture/equipment,3349,672.43,<1,4,'male single',Unknown,4,'no known property',30,none,'for free',1,skilled,2,no,Good,12/11/1996,no,2
950,950,"St. Tammany, LA",Louisiana,0.0,12.0,'existing paid',Unknown,2859,0.0,unemployed,4,'male single',none,4,'no known property',31,none,own,1,'high qualif/self emp/mgmt',1,Unknown,Good,12/12/1996,Unknown,2
951,951,"Tangipahoa, LA",Louisiana,0.0,18.0,'existing paid',furniture/equipment,1533,0.0,<1,4,'male mar/wid','co applicant',1,'life insurance',31,none,own,1,'unskilled resident',2,no,Good,12/13/1996,no,0
952,952,"Terrebonne, LA",Louisiana,0.0,24.0,'existing paid',radio/tv,3621,0.0,Unknown,2,'male single',Unknown,4,car,31,none,own,2,skilled,1,Unknown,Good,12/14/1996,Unknown,2
953,953,"Union, LA",Louisiana,111.5,18.0,'critical/other existing credit',business,3590,14.04,unemployed,3,'male mar/wid',none,3,car,40,none,own,3,'unemp/unskilled non res',2,yes,Bad,12/15/1996,yes,2
954,954,"Vernon, LA",Louisiana,-4965.47,36.0,'delayed previously',business,2145,47.97,4<=X<7,2,'male single',none,1,car,24,none,own,2,Other,1,no,Good,12/16/1996,no,0
955,955,"Washington, LA",Louisiana,0.0,24.0,no credit history,Unknown,4113,0.0,Unknown,0,'female div/dep/mar',none,4,Other,28,none,rent,1,skilled,1,yes,Bad,12/17/1996,yes,2
956,956,"Orleans, LA",Louisiana,0.0,36.0,'existing paid',furniture/equipment,10974,0.0,unemployed,0,'female div/dep/mar',none,2,car,26,none,own,2,'high qualif/self emp/mgmt',Unknown,no,Good,12/18/1996,no,1
957,957,"Barnstable, MA",Massachusetts,-8272.23,12.0,'existing paid','new car',1893,95.08,1<=X<4,4,'female div/dep/mar',guarantor,4,'life insurance',29,none,own,0,skilled,1,yes,Good,12/19/1996,yes,0
958,958,"Berkshire, MA",Massachusetts,-6700.86,24.0,'critical/other existing credit',radio/tv,1231,2176.54,>=7,4,'female div/dep/mar',none,4,'life insurance',57,none,rent,2,'high qualif/self emp/mgmt',1,Unknown,Good,12/20/1996,Unknown,0
959,959,"Bristol, MA",Massachusetts,3586.3,30.0,'critical/other existing credit',radio/tv,3656,0.0,>=7,4,Unknown,none,4,'life insurance',49,stores,Other,2,'unskilled resident',1,yes,Bad,12/21/1996,yes,2
960,960,"Essex, MA",Massachusetts,193.78,9.0,'critical/other existing credit',radio/tv,1154,1.28,>=7,2,'male single',none,4,'real estate',31,none,own,3,'unskilled resident',1,no,Good,12/22/1996,no,0
961,961,"Hampden, MA",Massachusetts,-6792.8,28.0,'existing paid','new car',4006,29.47,Unknown,3,'male single',none,2,car,45,none,own,1,'unskilled resident',1,no,Bad,12/23/1996,no,2
962,962,"Hampden, MA",Massachusetts,169.67,24.0,'existing paid',Unknown,3069,286.74,>=7,4,'male single',none,4,'no known property',30,Other,'for free',1,skilled,1,yes,Bad,12/24/1996,yes,2
963,963,"Middlesex, MA",Massachusetts,0.0,6.0,no credit history,radio/tv,1740,0.0,>=7,2,'male mar/wid',none,2,'real estate',30,none,rent,2,skilled,1,yes,Good,12/25/1996,yes,0
964,964,"Middlesex, MA",Massachusetts,192.9,21.0,'delayed previously','new car',2353,73.52,1<=X<4,1,'male div/sep',none,4,'life insurance',47,none,own,2,skilled,1,no,Good,12/26/1996,no,0
965,965,"Norfolk, MA",Massachusetts,0.0,15.0,'existing paid','new car',3556,0.0,1<=X<4,3,'male single',none,2,'no known property',29,none,own,1,skilled,Unknown,no,Good,12/27/1996,no,2
966,966,"Norfolk, MA",Massachusetts,0.0,24.0,'existing paid',radio/tv,2397,0.0,>=7,3,'male single',none,2,car,35,Other,own,2,skilled,1,no,Good,12/28/1996,no,0
967,967,"Norfolk, MA",Massachusetts,0.0,6.0,'existing paid',repairs,3234,0.0,Unknown,3,'male mar/wid',none,1,'life insurance',22,Other,Other,1,'unskilled resident',1,no,Bad,12/29/1996,no,2
968,968,"Suffolk, MA",Massachusetts,55.87,30.0,'existing paid',radio/tv,1715,0.0,1<=X<4,4,'female div/dep/mar',none,1,car,26,none,Other,1,skilled,1,Unknown,Good,12/30/1996,Unknown,0
969,969,"Worcester, MA",Massachusetts,132.11,27.0,'critical/other existing credit',radio/tv,2520,774.26,1<=X<4,4,'male single',none,2,'life insurance',23,Other,own,2,'unskilled resident',1,yes,Good,Dec-31-1996,yes,0
970,970,"Anne Arundel, MD",Maryland,0.0,15.0,no credit history,Unknown,3568,0.0,>=7,4,'female div/dep/mar',Unknown,0,Other,54,bank,rent,1,'high qualif/self emp/mgmt',1,Unknown,Good,1/1/1997,Unknown,2
971,971,"Baltimore, MD",Maryland,0.0,42.0,'existing paid',radio/tv,7166,0.0,4<=X<7,2,'male mar/wid',none,4,'life insurance',29,none,rent,1,skilled,1,yes,Bad,1/2/1997,yes,1
972,972,"Carroll, MD",Maryland,-9201.17,11.0,'critical/other existing credit','new car',3939,82.17,1<=X<4,1,'male single',none,2,'real estate',40,none,own,2,'unskilled resident',2,yes,Bad,1/3/1997,yes,2
973,973,"Charles, MD",Maryland,0.0,15.0,'existing paid',repairs,1514,0.0,1<=X<4,0,'male single',guarantor,2,'real estate',22,Other,own,1,skilled,1,yes,Good,1/4/1997,yes,0
974,974,"Frederick, MD",Maryland,,,,Unknown,3234,0.0,Unknown,0,Unknown,Unknown,0,Other,31,Other,Other,0,Other,Unknown,Unknown,Good,1/5/1997,Unknown,2
975,975,"Montgomery, MD",Maryland,0.0,24.0,'existing paid','new car',7393,0.0,1<=X<4,1,'male single',none,4,'life insurance',43,none,Other,1,'unskilled resident',2,yes,Good,1/6/1997,yes,1
976,976,"Prince George's, MD",Maryland,-3817.21,24.0,'all paid','new car',1193,7.35,unemployed,1,'female div/dep/mar','co applicant',4,'no known property',29,none,rent,2,'unemp/unskilled non res',1,Unknown,Good,1/7/1997,Unknown,0
977,977,"Talbot, MD",Maryland,-5030.05,60.0,'existing paid',business,3234,0.0,>=7,0,'male single','co applicant',4,'no known property',31,none,rent,1,skilled,1,yes,Bad,1/8/1997,yes,2
978,978,"Baltimore city, MD",Maryland,0.0,30.0,'critical/other existing credit',Unknown,3234,0.0,1<=X<4,0,'female div/dep/mar',none,2,car,33,none,own,1,skilled,1,Unknown,Bad,1/9/1997,Unknown,2
979,979,"Somerset, ME",Maine,9492.3,24.0,'existing paid',radio/tv,3234,732.13,1<=X<4,3,'female div/dep/mar',none,3,Other,57,none,own,1,'unskilled resident',1,no,Good,1/10/1997,no,2
980,980,"Berrien, MI",Michigan,161.73,6.0,'existing paid',radio/tv,753,0.0,1<=X<4,2,'female div/dep/mar',guarantor,0,'real estate',64,none,own,1,Other,1,no,Good,1/11/1997,no,0
981,981,"Genesee, MI",Michigan,137.22,18.0,'delayed previously',business,2427,0.0,>=7,4,'male single',none,2,'life insurance',42,none,own,2,skilled,1,yes,Good,1/12/1997,yes,0
982,982,"Huron, MI",Michigan,0.0,24.0,'delayed previously','new car',2538,0.0,>=7,4,Unknown,none,4,car,47,none,own,2,'unskilled resident',2,Unknown,Bad,1/13/1997,Unknown,0
983,983,"Ingham, MI",Michigan,8.44,15.0,'all paid','new car',1264,119.45,1<=X<4,2,'male mar/wid',none,0,'life insurance',25,none,rent,1,skilled,1,Unknown,Good,1/14/1997,Unknown,0
984,984,"Jackson, MI",Michigan,84.87,30.0,'critical/other existing credit',furniture/equipment,8386,1.92,4<=X<7,2,'male single',none,2,'life insurance',49,none,own,1,skilled,1,yes,Good,1/15/1997,yes,1
985,985,"Kent, MI",Michigan,0.0,48.0,'existing paid',business,4844,0.0,unemployed,3,'male single',Unknown,2,car,33,bank,rent,1,'high qualif/self emp/mgmt',1,yes,Bad,1/16/1997,yes,2
986,986,"Macomb, MI",Michigan,7338.22,21.0,'existing paid','new car',2923,174.71,1<=X<4,1,'female div/dep/mar',none,1,car,28,bank,own,1,'high qualif/self emp/mgmt',1,no,Good,1/17/1997,no,2
987,987,"Macomb, MI",Michigan,-3300.97,36.0,'existing paid','used car',8229,32.32,1<=X<4,2,'male single',none,2,'life insurance',26,none,own,1,skilled,2,yes,Good,1/18/1997,yes,1
988,988,"Macomb, MI",Michigan,0.0,24.0,'critical/other existing credit',furniture/equipment,2028,0.0,4<=X<7,2,'male single',none,2,'life insurance',30,none,own,2,'unskilled resident',1,Unknown,Good,1/19/1997,Unknown,0
989,989,"Bernalillo, NM",New Mexico,-6188.9,15.0,'critical/other existing credit',furniture/equipment,1433,15.71,1<=X<4,4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,1,yes,Bad,1/20/1997,yes,0
990,990,"Chaves, NM",New Mexico,3071.02,42.0,no credit history,business,6289,20.05,<1,2,'male div/sep',none,1,'life insurance',33,none,own,2,skilled,1,no,Good,1/21/1997,no,2
991,991,"Dona Ana, NM",New Mexico,0.0,13.0,'existing paid',radio/tv,1409,0.0,unemployed,2,'female div/dep/mar',none,0,'real estate',64,none,own,1,skilled,1,yes,Bad,1/22/1997,yes,0
992,992,"McKinley, NM",New Mexico,-5107.89,24.0,'existing paid','used car',6579,21.65,unemployed,4,'male single',Unknown,0,'no known property',29,none,'for free',1,'high qualif/self emp/mgmt',1,no,Good,1/23/1997,no,2
993,993,"Clark, NV",Nevada,96.89,24.0,'critical/other existing credit',radio/tv,3234,29.55,>=7,4,'male single',none,2,'life insurance',48,none,own,0,'unskilled resident',1,no,Good,1/24/1997,no,2
994,994,"Washoe, NV",Nevada,0.0,12.0,'critical/other existing credit',education,3565,0.0,<1,2,'male single',none,1,'life insurance',37,none,own,2,'unskilled resident',2,no,Good,1/25/1997,no,2
995,995,"Erie, NY",New York,0.0,15.0,'all paid',radio/tv,1569,0.0,>=7,4,Unknown,none,4,car,34,bank,Other,1,'unskilled resident',2,no,Good,1/26/1997,no,0
996,996,"Erie, NY",New York,0.0,18.0,'existing paid',radio/tv,1936,0.0,4<=X<7,2,'male mar/wid',none,4,car,23,none,Other,0,'unskilled resident',1,yes,Good,1/27/1997,yes,0
997,997,"Monroe, NY",New York,-9599.81,36.0,'existing paid',furniture/equipment,3959,25.06,unemployed,0,Unknown,none,3,'life insurance',30,none,own,1,'high qualif/self emp/mgmt',Unknown,no,Bad,1/28/1997,no,2
998,998,"Monroe, NY",New York,0.0,12.0,'existing paid','new car',2390,0.0,>=7,4,'male single',none,3,car,50,none,own,1,skilled,1,no,Good,1/29/1997,no,0
999,999,"Nassau, NY",New York,0.0,12.0,'existing paid',furniture/equipment,1736,0.0,4<=X<7,3,Unknown,none,4,'real estate',31,none,own,1,'unskilled resident',1,no,Bad,1/30/1997,no,0
1000,1000,"New York, NY",New York,-3296.07,30.0,'existing paid',Unknown,3857,88.42,1<=X<4,4,'male div/sep',none,4,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',1,Unknown,Good,1/31/1997,Unknown,2
1001,1001,"Butler, OH",Ohio,0.0,20.0,'existing paid',radio/tv,804,0.0,>=7,4,'male single',Unknown,4,car,38,none,own,1,skilled,1,no,Good,Feb-01-1997,no,0
1002,1002,"Clark, OH",Ohio,-7050.13,45.0,'existing paid',radio/tv,1845,66.53,1<=X<4,4,'male single',Unknown,0,'no known property',23,none,'for free',1,skilled,Unknown,yes,Good,Feb-02-1997,yes,0
1003,1003,"Clark, OH",Ohio,32.57,45.0,'critical/other existing credit',Unknown,4576,227.77,unemployed,3,'male single',Unknown,4,car,27,none,Other,1,skilled,1,yes,Good,Feb-03-1997,yes,2
